sku,product_name,category_id,category_name,manufacturer,brand_name_or_brand
IT-5K1X-K4SX,"Blue Summit Supplies #8 Business Envelopes, Double Window, Security Tint, For QuickBooks, Self Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
XL-XGCX-ED9Q,"Blue Summit Supplies #9 Invoice Envleopes, Double Window, Security Tint, For Quickbooks, Self Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
EW-OH5A-IPQJ,"Blue Summit Supplies #10 Business Envelopes, Double Window, Security Tint, Self-Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
06-5BHM-5L9Q,"Blue Summit Supplies #10 Business Envelopes, Single Window, Security Tint, Self Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
RZ-RMQ2-MUN4,"Blue Summit Supplies #10 Business Envelopes, Double Window, Security Tint, Gummed, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
LV-F69P-A3C1,"Blue Summit Supplies #8 Check Envelopes, Double Window, Security Tint, Gummed, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
0R-7YPW-WR5A,"Blue Summit Supplies #10 Business Envelopes, Windowless, Security int, Self Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
RI-U0J3-ZQP0,"Blue Summit Supplies #9 Invoice Envelopes, Double Window, Security Tint, Flip & Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
JE-Z02Z-X6NA,"Blue Summit Supplies #10 Business Envelopes, Double Window, Security Tint, Flip & Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
YA-S69Y-PL3S,"Blue Summit Supplies Security Catalog Envelopes, 9"" x 12"", White, Windowless, Self-Seal, 100 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
CR-INWS-LHTN,"Blue Summit Supplies #8 Business Envelopes, Double Window, Security Tint, For QuickBooks, Flip & Seal, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
1A-U7J6-MATY,"Blue Summit Supplies #10 Business Envleopes, Single Window, No Tint, Gummed, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
BU-P3WO-IBFC,"Blue Summit Supplies #10 Business Envelopes, Windowless, Security Tint, Gummed, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
MM-5VTV-QX5V,"Blue Summit Supplies Catalog Envelopes, 9"" x 12"", Kraft, Windowless, Self-Seal, 100 Pack",35,Mailing Envelopes,Three Color Stone,Blue Summit Supplies
MB-0D3W-M7PA,"Blue Summit Supplies Medical Claims Forms, CMS-1500, 500 Pack",308,Medical Forms,Complyright,
UX-BY4F-6OC2,"Blue Summit Supplies Check Stock, Letter Size, Blank Security Checks, 3-Part Perforated, 500 Pack",46,Check Stock,Wilmer,
2T-AQZ6-J3ZG,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, End Tab, Manila, 50 Pack",30,Fastener Folders,Three Color Stone,
G1-QU1R-NO1S,"Blue Summit Supplies #10 Business Envelopes, Windowless, Security Tint, Self Seal, 100 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
43-6YWK-NSGY,"Blue Summit Supplies Catalog Envelopes, 6"" x 9"", Kraft Paper, Windowless, Press & Seal, 100 Pack",35,Mailing Envelopes,Three Color Stone ,Blue Summit Supplies
BSS-92588-312,"Blue Summit Supplies File Folders, Letter, 1/3 Tab, Blue, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-315,"Blue Summit Supplies File Folders, Letter, 1/3 Tab, Orange, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-316,"Blue Summit Supplies File Folders, Letter, 1/3 Tab, Yellow, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-314,"Blue Summit Supplies File Folders, Letter, 1/3 Tab, Green, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-313,"Blue Summit Supplies File Folders, Letter, 1/3 Tab, Red, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
LF-Y0J3-31UK,"Blue Summit Supplies #10 Business Envelopes, Single Window, Security Tint, Gummed, 500 Pack",35,Mailing Envelopes,Doganzarf,Blue Summit Supplies
Z4-YK5B-GFSD,"Blue Summit Supplies Classification Folders, Letter Size, 1-Divider, Tab Cut, Light Blue, 10 Pack",31,Classification Folders,Three Color Stone,
Y2-M6HB-7O63,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Blue, 50 Pack",30,Fastener Folders,Three Color Stone,
F1-WDFB-176D,"Blue Summit Supplies Classification Folders, Letter Size, 1-Divider, Tab Cut, Red, 10 Pack",31,Classification Folders,Three Color Stone,
UB-XPPL-BCWM,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, End Tab, Blue, 50 Pack",30,Fastener Folders,Blue Summit ,
59-SX2D-18YJ,"Blue Summit Supplies Classification Folders, Letter Size, 2-Divider, Tab Cut, Gray/Green, 10 Pack",31,Classification Folders,Three Color Stone,
WI-SEH6-SRPV,"Blue Summit Supplies Classification Folders, Letter Size, 2-Divider, Tab Cut, Red, 10 Pack",31,Classification Folders,Three Color Stone,
WF-O05F-JJ81,"Blue Summit Supplies Classification Folders, Letter Size, 1-Divider, Tab Cut, Gray/Green, 10 Pack",31,Classification Folders,Three Color Stone,
PM-T4TI-SHSF,"Blue Summit Supplies Heavy-Duty Packaging Tape (180'), 12 Pack",73,Tape,Sunnytape,Blue Summit Supplies
5U-IWQW-RQYB,"Blue Summit Supplies Heavy-Duty Packaging Tape (180'), 6 Pack",73,Tape,Sunnytape,Blue Summit Supplies
90-G0UU-M8VP,"Blue Summit Supplies Hardboard Clipboards, Letter Size, Low Profile Clip, Natural/Brown, 12 Pack",88,Clipboards,BRT,
13-KW6Y-04T8,"Blue Summit Supplies Hardboard Clipboards, Letter Size, Low Profile Clip, 30 Pack",88,Clipboards,BRT,
M2-PYS7-ADUW,"Blue Summit Supplies 1.88"" Blue Painters Tape (180'), 6 Pack",73,Tape,Sunnytape,Blue Summit Supplies
M2-84OW-YF1W,"Blue Summit Supplies 1.88"" Blue Painters Tape (180'), 3 Pack",73,Tape,Sunnytape,Blue Summit Supplies
3Q-JYB8-1PUB,"Blue Summit Supplies 0.94"" Blue Painters Tape (180'), 6 Pack",73,Tape,Sunnytape,Blue Summit Supplies
3N-6MNB-59UI,"Blue Summit Supplies Classification Folders, Letter Size, 2-Divider, Tab Cut, Dark Blue, 10 Pack",31,Classification Folders,Three Color Stone,
2J-X38O-ACEX,"Blue Summit Supplies Fastener Folders, Reinforced, Legal, 1/3 Tab, Manila, 50 Pack",30,Fastener Folders,Three Color Stone,
23-VP2T-15CA,"Blue Summit Supplies Classification Folders, Letter Size, 2-Divider, Tab Cut, Light Blue, 10 Pack",31,Classification Folders,Three Color Stone,
E7-8ZPY-46ZE,"Blue Summit Supplies Tax Envelopes, W-2, Double Window, Security Tint, Gummed, 500 Pack",37,Tax Form Envelopes,Buffalo Envelope,Blue Summit Supplies
IV-KRYS-GC0P,"Blue Summit Supplies Tax Envelopes, 1099, Double Window, Security Tint, Gummed, 500 Pack",37,Tax Form Envelopes,Buffalo Envelope,Blue Summit Supplies
QY-EBXL-3SZO,"Blue Summit Supplies Tax Envelopes, 1099, Double Window, Security Tint, Gummed, 50 Pack",37,Tax Form Envelopes,Buffalo Envelope,Blue Summit Supplies
FZ-D35A-FOX0,"Blue Summit Supplies 3"" Binder, O-Ring, White, 4 Pack",19,Standard Ring Binders,Vulcan,
8Z-JSA0-DKQC,"Blue Summit Supplies Tax Forms, 1099 MISC 4 Part Tax Forms Bundle with Self Seal Envelopes, 50-Count",156,1099 Forms,Complyright,
8O-VUYQ-V08W,"Blue Summit Supplies Tax Forms, 1099 MISC 5 Part Tax Forms Kit, 100-Count",156,1099 Forms,Complyright,
BSS-92588-789,"Blue Summit Supplies Plastic Pocket Folders, Prongs, Assorted Bold Colors, 30 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-788,"Blue Summit Supplies Plastic Pocket Folders, Prongs, Assorted Colors, 30 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-372,"Blue Summit Supplies Tax Forms, Blank W2 4-Up Horizontal Tax Forms, 100-Count (4 Down Forms)",155,W2 Forms,Complyright,
BSS-92588-787,"Blue Summit Supplies Plastic Pocket Folders, No Prongs, Assorted Bold Colors, 30 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-1029,"Blue Summit Supplies File Jackets, Letter, 2"" Expansion, Straight Tab, Assorted Colors, 25 Pack",34,File Jackets,Three Color Stone,
BSS-92588-786,"Blue Summit Supplies Plastic Pocket Folders, No Prongs, Assorted Colors, 30 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-770,"Blue Summit Supplies Binder Pencil Pouches, Assorted Colors, 6 Pack",25,Pencil Pouches,BRT,
BSS-92588-762,"Blue Summit Supplies Plastic Pocket Folders, Hole Punched, Assorted Colors, 6 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-360,"Blue Summit Supplies Tax Forms, W2 6 Part Tax Forms Bundle with Self Seal Envelopes, 50-Count",155,W2 Forms,Complyright,
BSS-92588-1202,"Blue Summit Supplies Envelopes, W2 Tax Form Envelopes, Self Seal, 50 Pack",37,Tax Form Envelopes,Complyright,Blue Summit Supplies
BSS-92588-343,"Blue Summit Supplies File Folders, Letter, 1/3 Tab, Manila, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-356,"Blue Summit Supplies Tax Forms, 1099 MISC 5 Part Tax Forms Kit, 50-Count",156,1099 Forms,Complyright,
BSS-92588-767,"Blue Summit Supplies Kid's Scissors, Blunt Tip, Assorted Colors, 30 Pack",77,Scissors,BRT,Blue Summit Supplies
BSS-92588-1051,"Blue Summit Supplies Tabbed Binder Dividers, 8-Tab, Manila, 48 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-1041,"Blue Summit Supplies Pocket Folders, Prongs, Ivory, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-1039,"Blue Summit Supplies Index Dividers, 8-Tab Printable, White, 96 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-1053,"Blue Summit Supplies Index Dividers, 12-Tab Annual, White, 72 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-420,Blue Summit Supplies Vapor Barrier Tape (180'),239,Safety Tapes and Treads,IPG,Blue Summit 
BSS-92588-711,"Blue Summit Supplies Dry Erase Lapboards with Accessories, 9"" x 12"", 30 Pack",306,Lapboards,BRT,Blue Summit Supplies
BSS-92588-758,"Blue Summit Supplies Stainless Steel Scissors, 8"" Length, Comfort Grip, Assorted Colors, 16 Pack",77,Scissors,BRT,Blue Summit Supplies
BSS-92588-1018,"Blue Summit Supplies Pocket Folders, Prongs, Blue, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-359,"Blue Summit Supplies Tax Forms, W2 6 Part Tax Forms Bundle with Self Seal Envelopes, 25-Count",155,W2 Forms,Complyright,
BSS-92588-1027,"Blue Summit Supplies Hanging File Folders, Letter, 4"" Expansion, Standard Green, 25 Pack",32,Hanging File Folders,Three Color Stone,
BSS-92588-027,"Blue Summit Supplies Envelopes, W2 Envelopes, Double Window, Security Tint, Gummed, 25 Pack",37,Tax Form Envelopes,Buffalo Envelope,Blue Summit Supplies
6Z-LVS4-FGBI,"Blue Summit Supplies Heavy-Duty Stapler, Multiple Staple Sizes, Full Strip, 160-Sheet Capacity",71,Staplers,BRT,Blue Summit Supplies
BSS-92588-336,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Manila, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-1011,"Blue Summit Supplies Pocket Folders, No Prongs, Red, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-1074,"Blue Summit Supplies Classification Folders, Letter Size, 3-Divider, Tab Cut, Gray/Green, 10 Pack",31,Classification Folders,Three Color Stone,
BSS-92588-1003,"Blue Summit Supplies Hanging File Folders, Legal, 1/5 Tab, Standard Green, 50 Pack",32,Hanging File Folders,Three Color Stone,
GL-I292-DJB5,"Blue Summit Supplies #10 Red Christmas Envelopes, Gummed Seal, 100/Box",40,Stationary Envelopes,Buffalo Envelope,
BSS-92588-350,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Green, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-1059,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, End Tab, Kraft, 50 Pack",30,Fastener Folders, BSS-92588-1059,
BSS-92588-764,"Blue Summit Supplies Pink Erasers, 36 Pack",109,Erasers,BRT,Blue Summit Supplies
BSS-92588-1057,"Blue Summit Supplies Tabbed Binder Dividers, 8-Tab, Manila, 24 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-745,"Blue Summit Supplies Fold-Back Binder Clips, Mini, Black, 144 Pack",66,Binder and Grip Clips,Discontinued,
BSS-92588-763,"Blue Summit Supplies Plastic Pocket Folders, Hole Punched, Assorted Colors, 12 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-774,"Blue Summit Supplies Standing Stapler Set with Standard 1/4"" Staples, 20-Sheet Capacity, 2 Pack",71,Staplers,BRT,Blue Summit Supplies
BSS-92588-033,"Blue Summit Supplies #10 Business Envelopes, Windowless, Security Tint, Flip & Seal, 500 Pack",35,Mailing Envelopes,Buffalo Envelope,Blue Summit Supplies
BSS-92588-377,"Blue Summit Supplies Contractors Invoice Book with 3-Part Carbonless Forms, 50 Forms",310,Invoices and Receipts,Wilmer,
BSS-92588-1054,"Blue Summit Supplies Table of Contents Dividers, 15-Tab Numbered, White, 45 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-376,"Blue Summit Supplies Medical Claims Forms, UB-04 (CMS-1450), 500 Pack",308,Medical Forms,Wilmer,
BSS-92588-707,"Blue Summit Supplies Plastic Clipboards, Letter Size, Low Profile Clip, 6 Pack",88,Clipboards,BRT,
BSS-92588-358,"Blue Summit Supplies Tax Forms, W2 4 Part Tax Forms Bundle with Self Seal Envelopes, 25-Count",155,W2 Forms,Complyright,
BSS-92588-1010,"Blue Summit Supplies Pocket Folders, No Prongs, Black, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-364,"Blue Summit Supplies HIPAA Compliant Sign-In Sheets, 125 Sheets",309,Sign-In Sheets and Logs,Wilmer,Blue Summit Supplies
BSS-92588-349,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Red, 50 Pack",30,Fastener Folders,Blue Summit,
BSS-92588-1022,"Blue Summit Supplies Pocket Folders, No Prongs, Orange, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-772,"Blue Summit Supplies Long-Reach Stapler, Standard 1/4"" Staples, 20-Sheet Capacity",71,Staplers,BRT,Blue Summit Supplies
BSS-92588-367,"Blue Summit Supplies Tax Forms, Blank W2 4-Up Tax Forms Bundle with Self Seal Envelopes, 100-Count",155,W2 Forms,Complyright,
BSS-92588-351,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Orange, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-386,"Blue Summit Supplies Employee 2022 Attendance Sheets, Hole Punched, 50 Pack",309,Sign-In Sheets and Logs,,
BSS-92588-368,"Blue Summit Supplies Tax Forms, Blank W2 4-Up Tax Forms, 100-Count",155,W2 Forms,Complyright,
BSS-92588-1066,"Blue Summit Supplies File Folders, Legal, 1/3 Tab, Red, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
S2-VORT-ZLJX,"Blue Summit Supplies Classification Folders, Legal Size, 2-Divider, Tab Cut, Red, 10 Pack",31,Classification Folders,Three Color Stone,
BSS-92588-1069,"Blue Summit Supplies File Folders, Legal, 1/3 Tab, Orange, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-1203,"Blue Summit Supplies Envelopes, 1099-MISC Tax Form Envelopes, Self Seal, 50 Pack",37,Tax Form Envelopes,Complyright,Blue Summit Supplies
BSS-92588-378,"Blue Summit Supplies Receipt Books with 3-Part Carbonless Forms, 5 Pack",310,Invoices and Receipts,Wilmer,
BSS-92588-1108,"Blue Summit Supplies Pocket Folders, No Prongs, Dark Blue, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-722,"Blue Summit Supplies Plastic Pocket Folders, Business Card Slot, Assorted Colors, 6 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-1021,"Blue Summit Supplies Pocket Folders, Prongs, Yellow, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-1050,"Blue Summit Supplies Tabbed Binder Dividers, 8-Tab, Manila, 48 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-1065,"Blue Summit Supplies Fastener Folders, Reinforced, Legal, 1/3 Tab, Assorted Colors, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-1006,"Blue Summit Supplies Pocket Folders, Prongs, Assorted Bright, 50 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-761,"Blue Summit Supplies Titanium Scissors, 8"" Length, Comfort Grip, Black, 12 Pack",77,Scissors,BRT,Blue Summit Supplies
BSS-92588-1042,"Blue Summit Supplies Pocket Folders, Prongs, Orange, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-1043,"Blue Summit Supplies Fastener Folders, Heavy-Duty, Letter, End Tab, Manila, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-709,"Blue Summit Supplies Whiteboard Clipboards, Letter Size, Low Profile Clip, 30 Pack",88,Clipboards,BRT,
BSS-92588-1019,"Blue Summit Supplies Pocket Folders, Prongs, Red, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-1044,"Blue Summit Supplies Classification Folders, Letter Size, 2-Divider, Tab Cut, Yellow, 10 Pack",31,Classification Folders,Three Color Stone,
1G-BC8T-YIH3,"Blue Summit Supplies Classification Folders, Legal Size, 2-Divider, Tab Cut, Light Blue, 10 Pack",31,Classification Folders,Three Color Stone,
BSS-92588-766,"Blue Summit Supplies Kid's Scissors, Blunt Tip, Assorted Colors, 12 Pack",77,Scissors,BRT,Blue Summit Supplies
BSS-92588-1045,"Blue Summit Supplies Classification Folders, Letter Size, 2-Divider, Tab Cut, Green, 10 Pack",31,Classification Folders,Three Color Stone,
BSS-92588-1009,"Blue Summit Supplies Pocket Folders, No Prongs, Blue, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-795,"Blue Summit Supplies Sheet Protectors, Ultra Lightweight, 11-Hole, 1000 Pack",23,Sheet Protectors,BRT,
BSS-92588-1062,"Blue Summit Supplies Fastener Folders, Reinforced, Legal, 1/3 Tab, Yellow, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-032,"Blue Summit Supplies #10 Business Envelopes, Single Right Window, Security Tint, Latex, 500 Pack",35,Mailing Envelopes,Buffalo Envelope,Blue Summit Supplies
BSS-92588-1052,"Blue Summit Supplies Table of Contents Dividers, 10-Tab Numbered, White, 60 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-338,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Green, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-337,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Red, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-347,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, End Tab, Yellow, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-723,"Blue Summit Supplies Plastic Pocket Folders, Prongs, Assorted Colors, 6 Pack",337,Plastic Folders and Envelopes,BRT,Blue Summit Supplies
BSS-92588-1040,"Blue Summit Supplies Pocket Folders, No Prongs, Yellow, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-721,"Blue Summit Supplies Dry Erase Pockets, Assorted Colors, 30 Pack",303,Dry Erase Pockets and Sheets,BRT,
BSS-92588-415,"Blue Summit Supplies Heavy-Duty Duct Tape, 12 Pack",73,Tape,Sunnytape,Blue Summit Supplies
BSS-92588-417,"Blue Summit Supplies 1.88"" Blue Painters Tape (180'), 4 Pack",73,Tape,Sunnytape,Blue Summit Supplies
BSS-92588-1034,"Blue Summit Supplies Hanging File Folders, Letter, 1/5 Tab, Yellow, 25 Pack",32,Hanging File Folders,Three Color Stone,
BSS-92588-1036,"Blue Summit Supplies Hanging File Folders, Letter, 1/5 Tab, Blue, 25 Pack",32,Hanging File Folders,Three Color Stone,
BSS-92588-1037,"Blue Summit Supplies Hanging File Folders, Letter, 1/5 Tab, Bright Green, 25 Pack",32,Hanging File Folders,Three Color Stone,
BSS-92588-362,"Blue Summit Supplies Tax Forms, 1099 MISC 5 Part Tax Forms Kit, 25 Count",156,1099 Forms,Complyright,
BSS-92588-1072,"Blue Summit Supplies File Folders, Letter, 1/3 Tab, Purple, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-768,"Blue Summit Supplies Binder Pencil Pouches, Assorted Colors, 30 Pack",25,Pencil Pouches,BRT,Blue Summit Supplies
BSS-92588-353,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Assorted Colors, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-771,"Blue Summit Supplies Effortless Stapler, 3/8"" Staple Size, Half Strip, 60-Sheet Capacity",71,Staplers,BRT,Blue Summit Supplies
BSS-92588-1007,"Blue Summit Supplies Expanding File Jackets, Letter, 2"" Expansion, Straight Tab, Manila, 50 Pack",34,File Jackets,Three Color Stone,
BSS-92588-024,"Blue Summit Supplies #10 Medical Envelopes, CMS 1500 Envelopes, Single Right Window, Security Tint, Self-Seal, 500 Pack",38,Medical Form Envelopes,Buffalo Envelope,
BSS-92588-708,"Blue Summit Supplies Transparent Plastic Clipboards, Letter Size, Low Profile Clip, Assorted Colors, 6 Pack",88,Clipboards,BRT,
BSS-92588-419,"Blue Summit Supplies Heavy-Duty Duct Tape (90'), 6 Pack",73,Tape,Sunnytape,Blue Summit Supplies
BSS-92588-034,"Blue Summit Supplies #9 Invoice Envelopes, Windowless, Self-Seal, 500 Pack",35,Mailing Envelopes,Buffalo Envelope,Blue Summit Supplies
BSS-92588-1056,"Blue Summit Supplies Index Dividers, 31-Tab Monthly, White, 93 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-346,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, End Tab, Orange, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-355,"Blue Summit Supplies Tax Forms, 1099 MISC 5 Part Tax Forms Kit, 50-Count",156,1099 Forms,Complyright,
BSS-92588-1070,"Blue Summit Supplies File Folders, Legal, 1/3 Tab, Blue, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
RQ-J0L8-G9SK,"Blue Summit Supplies Classification Folders, Legal Size, 2-Divider, Tab Cut, Gray/Green, 10 Pack",31,Classification Folders,Blue Summit,
BSS-92588-037,"Blue Summit Supplies Envelopes, Conformer Envelopes, Rigid Expansion Mailers, 25 Pack",36,Shipping Envelopes,Buffalo Envelope,Blue Summit Supplies
BSS-92588-354,"Blue Summit Supplies Tax Forms, 1099 MISC 4 Part 2021 Tax Forms Kit, 25-Count",156,1099 Forms,Complyright,
BSS-92588-1113,"Blue Summit Supplies 4"" Binder, D-Ring, White, 2 Pack",19,Standard Ring Binders,Vulcan,
BSS-92588-025,"Blue Summit Supplies  #9 Invoice Envelopes, Single Window, Security Tint, Gummed, 500 Pack",35,Mailing Envelopes,Buffalo Envelope,Blue Summit Supplies
BSS-92588-779,"Blue Summit Supplies Lanyards with ID Holder, Assorted Colors, 12 Pack",91,Lanyards,BRT,Blue Summit Supplies
BSS-92588-1017,"Blue Summit Supplies Pocket Folders, Prongs, Dark Blue, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
BSS-92588-1105,"Blue Summit Supplies 1.5"" Binder, O-Ring, Assorted Bold, 4 Pack",19,Standard Ring Binders,Vulcan,
BSS-92588-1102,"Blue Summit Supplies 2"" Binder, O-Ring, Assorted Bold, 4 Pack",19,Standard Ring Binders,Vulcan,
BSS-92588-028,"Blue Summit Supplies Envelopes, W2 Envelopes, Double Window, Security Tint, Gummed, 50 Pack",37,Tax Form Envelopes,Buffalo Envelope,Blue Summit Supplies
BSS-92588-717,"Blue Summit Supplies Sheet Protectors, Ultra Lightweight, 11-Hole, 400 Pack",23,Sheet Protectors,BRT,
FA-STB7-GOFK,"Blue Summit Supplies Standard Staples, 1/4"" Staple Size, 5000/Box, 10 Pack",70,Staples and Cartridges,BRT,Blue Summit Supplies
BSS-92588-1064,"Blue Summit Supplies Fastener Folders, Reinforced, Legal, 1/3 Tab, Orange, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-1049,"Blue Summit Supplies Tabbed Binder Dividers, 5-Tab, Manila, 30 Dividers",24,Binder Dividers,Three Color Stone,
BSS-92588-366,"Blue Summit Supplies HIPAA Compliant Sign-In Sheets, 25 Sheets",309,Sign-In Sheets and Logs,Wilmer,Blue Summit Supplies
BSS-92588-1068,"Blue Summit Supplies File Folders, Legal, 1/3 Tab, Green, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-1067,"Blue Summit Supplies File Folders, Legal, 1/3 Tab, Yellow, 100 Pack",29,File Folders,Three Color Stone,Blue Summit Supplies
BSS-92588-414,"Blue Summit Supplies Heavy-Duty Packaging Tape (180'), 36 Pack",73,Tape,Sunnytape,Blue Summit Supplies
BSS-92588-793,"Blue Summit Supplies Personal Dry Erase Lapboards, 9"" x 12"", 30 Pack",306,Lapboards,BRT,
BSS-92588-728,"Blue Summit Supplies Dry Erase Lapboards with Accessories, 9"" x 12"", 12 Pack",306,Lapboards,BRT,Blue Summit Supplies
BSS-92588-1033,"Blue Summit Supplies Hanging File Folders, Letter, 1/5 Tab, Black, 25 Pack",32,Hanging File Folders,Three Color Stone,
BSS-92588-1110,"Blue Summit Supplies 1"" Mini Binder, O-Ring, Black, 6 Pack",19,Standard Ring Binders,Vulcan,
BSS-92588-718,"Blue Summit Supplies Sheet Protectors, Ultra Lightweight, 11-Hole, 200 Pack",23,Sheet Protectors,BRT,
BSS-92588-734,"Blue Summit Supplies 0.5"" Economy Binder, O-Ring, White, 10 Pack",19,Standard Ring Binders,BRT,
BSS-92588-1060,"Blue Summit Supplies Fastener Folders, Reinforced, Legal, 1/3 Tab, Red, 50 Pack",30,Fastener Folders,BSS-92588-1060,
BSS-92588-348,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Manila, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-1030,"Blue Summit Supplies Expanding File Jackets, Legal, 2"" Expansion, Straight Tab, Manila, 50 Pack",34,File Jackets,Three Color Stone,
BSS-92588-1076,"Blue Summit Supplies Fastener Folders, Reinforced, Letter, 1/3 Tab, Purple, 50 Pack",30,Fastener Folders,Three Color Stone,
BSS-92588-733,"Blue Summit Supplies 0.5"" Economy Binder, O-Ring, Black, 10 Pack",19,Standard Ring Binders,Vulcan,
BSS-92588-1012,"Blue Summit Supplies Pocket Folders, No Prongs, Green, 25 Pack",33,Two-Pocket Folders,Three Color Stone,
